rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,female_pct,male_pct,rank_clean
3810,351–400,maynooth university,41.7–43.9,3810,20.8,786,27.7,379,73.1,321,37.1,792,78.9,175,Ireland,8768.0,27.6,12.0,56 : 44,Maynooth University,"Geology, Environmental, Earth & Marine Sciences,Education,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Biological Sciences,General Engineering,Sociology,Computer Science,Mathematics & Statistics,Accounting & Finance,Economics & Econometrics,History, Philosophy & Theology,Communication & Media Studies,Law,Business & Management,Physics & Astronomy,Geography,Psychology,Chemistry,Electrical & Electronic Engineering",False,False,56.00000000000001,44.0,375.5
3840,351–400,national research nuclear university mephi,41.7–43.9,3840,39.7,219,33.9,262,43.3,654,100.0,7,60.6,343,Russian Federation,6804.0,9.7,21.0,30 : 70,National Research Nuclear University MEPhI,"Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Physics & Astronomy,Mathematics & Statistics,Education,Other Health,Art, Performing Arts & Design,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Electrical & Electronic Engineering,Economics & Econometrics,Law,Chemistry,Medicine & Dentistry,Business & Management,Politics & International Studies (incl Development Studies),General Engineering,Civil Engineering",False,False,30.0,70.0,375.5
3900,351–400,sabancı university,41.7–43.9,3900,27.3,517,35.6,244,56.3,526,95.5,39,48.4,536,Turkey,3632.0,22.0,10.0,38 : 62,Sabancı University,"Mechanical & Aerospace Engineering,Business & Management,Biological Sciences,Accounting & Finance,Psychology,Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,Economics & Econometrics,Computer Science,Physics & Astronomy,History, Philosophy & Theology,Chemistry,Sociology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",False,False,38.0,62.0,375.5
4010,401–500,the university of alabama,37.1–41.6,4010,26.1,550,21.1,539,79.2,241,34.8,1036,29.0,906,United States,34539.0,22.3,5.0,55 : 45,The University of Alabama,"Psychology,Agriculture & Forestry,Chemical Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Physics & Astronomy,Sociology,General Engineering,Mathematics & Statistics,Computer Science,Electrical & Electronic Engineering,Art, Performing Arts & Design,Sport Science,History, Philosophy & Theology,Civil Engineering,Mechanical & Aerospace Engineering,Communication & Media Studies,Business & Management,Law,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemistry,Biological Sciences,Other Health,Geography,Education",False,False,55.00000000000001,45.0,450.5
4080,401–500,university of bordeaux,37.1–41.6,4080,31.1,405,21.6,523,66.8,400,36.5,844,56.9,399,France,54484.0,21.3,13.0,58 : 42,University of Bordeaux,"Mathematics & Statistics,Mechanical & Aerospace Engineering,Chemistry,General Engineering,Medicine & Dentistry,Agriculture & Forestry,Sociology,Education,Sport Science,Business & Management,Economics & Econometrics,Biological Sciences,Computer Science,Psychology,Accounting & Finance,Civil Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Law,Archaeology,Physics & Astronomy,Chemical Engineering",False,False,57.99999999999999,42.0,450.5
4110,401–500,university of campinas,37.1–41.6,4110,46.8,128,37.5,219,33.4,794,44.6,419,28.6,915,Brazil,27936.0,14.5,4.0,47 : 53,University of Campinas,"Architecture,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Computer Science,Education,Politics & International Studies (incl Development Studies),Biological Sciences,Languages, Literature & Linguistics,Sociology,Chemistry,Chemical Engineering,Accounting & Finance,Other Health,Electrical & Electronic Engineering,Geography,Economics & Econometrics,General Engineering,Physics & Astronomy,Medicine & Dentistry,Business & Management,Communication & Media Studies,Civil Engineering,Agriculture & Forestry,Sport Science,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology",False,False,47.0,53.0,450.5
4120,401–500,catholic university of the sacred heart,37.1–41.6,4120,19.1,893,20.4,565,69.3,361,43.6,445,44.8,600,Italy,30690.0,22.2,9.0,66 : 34,Catholic University of the Sacred Heart,"History, Philosophy & Theology,Agriculture & Forestry,Architecture,Geography,Law,Education,Veterinary Science,Mathematics & Statistics,Economics & Econometrics,Archaeology,Business & Management,Medicine & Dentistry,Psychology,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Biological Sciences,Sport Science,Art, Performing Arts & Design,Communication & Media Studies,Physics & Astronomy,Chemistry,Other Health,Sociology,Accounting & Finance",False,False,66.0,34.0,450.5
4130,401–500,centrale nantes,37.1–41.6,4130,32.3,368,28.5,358,44.3,638,80.6,87,82.8,133,France,1656.0,16.0,43.0,25 : 75,Centrale Nantes,"Geology, Environmental, Earth & Marine Sciences,Computer Science,Civil Engineering,Mechanical & Aerospace Engineering,General Engineering,Mathematics & Statistics",False,False,25.0,75.0,450.5
4150,401–500,charles university in prague,37.1–41.6,4150,31.6,393,24.8,440,55.9,529,34.4,1100,57.4,394,Czech Republic,49236.0,12.9,17.0,62 : 38,Charles University in Prague,"Archaeology,Biological Sciences,Communication & Media Studies,Computer Science,Law,Psychology,Chemistry,Economics & Econometrics,Medicine & Dentistry,Languages, Literature & Linguistics,Sociology,History, Philosophy & Theology,Mathematics & Statistics,Sport Science,Other Health,Politics & International Studies (incl Development Studies),Geography,Education,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Art, Performing Arts & Design",False,False,62.0,38.0,450.5
4170,401–500,"colorado state university, fort collins",37.1–41.6,4170,29.0,461,25.7,417,68.1,378,39.1,648,38.4,717,United States,25374.0,16.5,6.0,53 : 47,"Colorado State University, Fort Collins","General Engineering,Business & Management,Geography,Geology, Environmental, Earth & Marine Sciences,Computer Science,Other Health,Sociology,Sport Science,Communication & Media Studies,Education,Art, Performing Arts & Design,Chemistry,Mathematics & Statistics,Agriculture & Forestry,Archaeology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Accounting & Finance,Civil Engineering,Biological Sciences,History, Philosophy & Theology,Veterinary Science,Chemical Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology",False,False,53.0,47.0,450.5
4180,401–500,complutense university of madrid,37.1–41.6,4180,42.4,180,28.4,362,42.7,665,35.6,941,44.3,614,Spain,64466.0,20.1,14.0,61 : 39,Complutense University of Madrid,"Economics & Econometrics,Other Health,Psychology,General Engineering,Archaeology,Medicine & Dentistry,Chemistry,Geography,History, Philosophy & Theology,Agriculture & Forestry,Chemical Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Mathematics & Statistics,Accounting & Finance,Architecture,Education,Geology, Environmental, Earth & Marine Sciences,Computer Science,Biological Sciences,Sociology,Art, Performing Arts & Design,Civil Engineering,Veterinary Science,Law,Business & Management,Physics & Astronomy,Languages, Literature & Linguistics,Sport Science,Communication & Media Studies,Mechanical & Aerospace Engineering",False,False,61.0,39.0,450.5
4190,401–500,university of desarrollo,37.1–41.6,4190,12.5,1242,8.2,1187,94.3,69,35.5,957,45.6,579,Chile,15925.0,18.0,2.0,55 : 45,University of Desarrollo Universidad del Desarrollo UDD Desarrollo University,"Education,Politics & International Studies (incl Development Studies),Civil Engineering,Economics & Econometrics,Art, Performing Arts & Design,Communication & Media Studies,Law,Business & Management,Architecture,Geology, Environmental, Earth & Marine Sciences,Other Health,Medicine & Dentistry,General Engineering,Psychology",False,False,55.00000000000001,45.0,450.5
4300,401–500,university of greifswald,37.1–41.6,4300,31.4,396,20.9,547,61.1,469,37.6,753,47.0,553,Germany,10414.0,19.7,6.0,56 : 44,University of Greifswald,"Computer Science,Law,Psychology,Mathematics & Statistics,Biological Sciences,Other Health,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Business & Management,Geography,Economics & Econometrics,Accounting & Finance,Communication & Media Studies,Chemistry,Languages, Literature & Linguistics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Physics & Astronomy,Education,History, Philosophy & Theology",False,False,56.00000000000001,44.0,450.5
4470,401–500,university of lille,37.1–41.6,4470,19.8,837,22.8,489,64.1,435,38.6,681,58.5,381,France,66710.0,28.2,12.0,56 : 44,University of Lille,"Mechanical & Aerospace Engineering,Mathematics & Statistics,Computer Science,Chemistry,Physics & Astronomy,Sociology,Economics & Econometrics,Education,Archaeology,Art, Performing Arts & Design,Architecture,Psychology,Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry,Chemical Engineering,Sport Science,Communication & Media Studies,General Engineering,History, Philosophy & Theology,Accounting & Finance,Biological Sciences,Civil Engineering,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Geography",False,False,56.00000000000001,44.0,450.5
4670,401–500,university of porto,37.1–41.6,4670,27.5,511,27.2,385,55.7,533,38.8,669,50.5,502,Portugal,31855.0,18.9,12.0,55 : 45,University of Porto,"Sociology,Computer Science,Agriculture & Forestry,Chemical Engineering,Medicine & Dentistry,Veterinary Science,Economics & Econometrics,Sport Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Psychology,Civil Engineering,Accounting & Finance,Mathematics & Statistics,Electrical & Electronic Engineering,Geography,Architecture,Chemistry,Politics & International Studies (incl Development Studies),Physics & Astronomy,General Engineering,Business & Management,Art, Performing Arts & Design,Biological Sciences,Other Health,History, Philosophy & Theology,Communication & Media Studies,Law,Archaeology,Education",False,False,55.00000000000001,45.0,450.5
4720,401–500,university of rome iii,37.1–41.6,4720,27.7,504,23.5,476,70.3,352,37.6,755,39.9,694,Italy,32615.0,52.7,4.0,58 : 42,University of Rome III,"Sociology,Business & Management,Civil Engineering,Economics & Econometrics,Archaeology,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Architecture,Mathematics & Statistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Education,Accounting & Finance,Agriculture & Forestry,History, Philosophy & Theology,Physics & Astronomy,Computer Science,Mechanical & Aerospace Engineering,Law",False,False,57.99999999999999,42.0,450.5
4770,401–500,sciences po,37.1–41.6,4770,34.4,316,25.3,426,57.1,523,36.7,832,72.7,227,France,11584.0,44.0,34.0,59 : 41,Sciences Po,"Economics & Econometrics,Law,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Sociology",False,False,59.0,41.0,450.5
4810,401–500,university of south carolina-columbia,37.1–41.6,4810,32.9,352,26.5,402,65.4,418,35.1,1006,42.8,645,United States,31547.0,16.2,6.0,55 : 45,University of South Carolina-Columbia,"Chemistry,Communication & Media Studies,Mechanical & Aerospace Engineering,Accounting & Finance,History, Philosophy & Theology,Psychology,Law,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Art, Performing Arts & Design,Sport Science,Physics & Astronomy,Medicine & Dentistry,Computer Science,Geography,Biological Sciences,Business & Management,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Education,Civil Engineering,Mathematics & Statistics,Other Health,Sociology,General Engineering,Chemical Engineering",False,False,55.00000000000001,45.0,450.5
4820,401–500,university of strasbourg,37.1–41.6,4820,28.1,483,21.2,538,64.1,436,37.8,740,70.6,248,France,45482.0,18.5,20.0,58 : 42,University of Strasbourg,"Mechanical & Aerospace Engineering,Other Health,Computer Science,Sociology,Accounting & Finance,Biological Sciences,Economics & Econometrics,Chemical Engineering,Psychology,History, Philosophy & Theology,General Engineering,Geography,Art, Performing Arts & Design,Sport Science,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Languages, Literature & Linguistics,Education,Communication & Media Studies,Mathematics & Statistics,Archaeology,Chemistry,Law,Electrical & Electronic Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Business & Management,Civil Engineering",False,False,57.99999999999999,42.0,450.5
4840,401–500,suny university at albany,37.1–41.6,4840,21.7,754,35.2,245,65.5,415,37.5,765,48.6,531,United States,15954.0,16.2,10.0,52 : 48,SUNY University at Albany,"Computer Science,Geography,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Other Health,Sociology,Business & Management,Biological Sciences,Economics & Econometrics,Art, Performing Arts & Design,Physics & Astronomy,Education,Communication & Media Studies,History, Philosophy & Theology,Chemistry,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Accounting & Finance",False,False,52.0,48.0,450.5
4860,401–500,tampere university of technology,37.1–41.6,4860,25.9,563,21.0,546,58.2,510,71.2,128,55.5,419,Finland,5439.0,21.4,10.0,23 : 77,Tampere University of Technology tut,"General Engineering,Civil Engineering,Computer Science,Chemistry,Electrical & Electronic Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Architecture",False,False,23.0,77.0,450.5
4960,401–500,university of urbino carlo bo,37.1–41.6,4960,16.1,1062,12.7,874,88.0,142,36.3,871,48.3,539,Italy,14386.0,40.3,6.0,61 : 39,University of Urbino Carlo Bo,"Business & Management,Computer Science,Chemistry,Geography,Communication & Media Studies,Physics & Astronomy,Education,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Sociology,Psychology,History, Philosophy & Theology,Accounting & Finance,Biological Sciences,Art, Performing Arts & Design,General Engineering,Archaeology,Sport Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Economics & Econometrics,Law",False,False,61.0,39.0,450.5
4970,401–500,university of valencia,37.1–41.6,4970,28.0,487,19.6,602,68.0,384,36.3,872,44.9,594,Spain,50927.0,16.7,11.0,62 : 38,University of Valencia,"Business & Management,Geography,Biological Sciences,Languages, Literature & Linguistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Archaeology,Electrical & Electronic Engineering,Psychology,Accounting & Finance,Education,Chemistry,Economics & Econometrics,Sport Science,Politics & International Studies (incl Development Studies),Law,Communication & Media Studies,Art, Performing Arts & Design,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,Other Health,Veterinary Science,Sociology,Medicine & Dentistry,Agriculture & Forestry,Mathematics & Statistics",False,False,62.0,38.0,450.5
5050,501–600,university of the balearic islands,33.5–37.0,5050,19.7,847,12.9,860,71.6,337,34.7,1053,45.5,583,Spain,11507.0,12.7,6.0,59 : 41,University of the Balearic Islands,"Business & Management,Other Health,Sociology,Medicine & Dentistry,Chemistry,Education,History, Philosophy & Theology,Law,Psychology,Mathematics & Statistics,Computer Science,General Engineering,Languages, Literature & Linguistics,Civil Engineering,Geography,Electrical & Electronic Engineering,Physics & Astronomy,Economics & Econometrics,Biological Sciences",False,False,59.0,41.0,550.5
5190,501–600,"china medical university, taiwan",33.5–37.0,5190,24.4,622,36.0,239,47.5,605,84.9,73,32.0,847,Taiwan,7730.0,17.0,10.0,54 : 46,"China Medical University, Taiwan","Biological Sciences,Other Health,General Engineering,Sport Science,Agriculture & Forestry,Law,Business & Management,Medicine & Dentistry",False,False,54.0,46.0,550.5
5410,501–600,university of la laguna,33.5–37.0,5410,24.3,629,11.5,943,62.3,456,35.1,1002,46.7,561,Spain,18736.0,13.1,4.0,58 : 42,University of La Laguna,"Sport Science,Education,Mathematics & Statistics,Architecture,Languages, Literature & Linguistics,Sociology,Business & Management,Civil Engineering,Other Health,History, Philosophy & Theology,Economics & Econometrics,Physics & Astronomy,Biological Sciences,Medicine & Dentistry,Accounting & Finance,Geography,Computer Science,Chemical Engineering,Communication & Media Studies,Agriculture & Forestry,Mechanical & Aerospace Engineering,Psychology,Art, Performing Arts & Design,Law,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Chemistry",False,False,57.99999999999999,42.0,550.5
5580,501–600,national chiao tung university,33.5–37.0,5580,36.4,276,40.9,179,27.5,869,86.3,69,33.8,813,Taiwan,12053.0,16.8,12.0,28 : 72,National Chiao Tung University,"Accounting & Finance,Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Chemistry,Civil Engineering,Business & Management,Biological Sciences,Electrical & Electronic Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Law,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Architecture,Education,Physics & Astronomy",False,False,28.000000000000004,72.0,550.5
5590,501–600,national yang-ming university,33.5–37.0,5590,41.5,190,19.4,608,46.5,615,38.6,682,21.1,1097,Taiwan,4255.0,5.1,2.0,48 : 52,National Yang-Ming University,"History, Philosophy & Theology,General Engineering,Biological Sciences,Medicine & Dentistry,Sociology,Other Health,Art, Performing Arts & Design",False,False,48.0,52.0,550.5
5630,501–600,nova university of lisbon,33.5–37.0,5630,26.4,541,24.5,448,45.6,622,46.8,379,59.9,356,Portugal,19885.0,18.6,17.0,50 : 50,NOVA University of Lisbon,"Law,Other Health,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Civil Engineering,Languages, Literature & Linguistics,Chemistry,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Geography,Computer Science,Economics & Econometrics,Accounting & Finance,Agriculture & Forestry,Education,History, Philosophy & Theology,Archaeology,Business & Management,Physics & Astronomy,Electrical & Electronic Engineering,General Engineering,Mathematics & Statistics,Biological Sciences,Communication & Media Studies,Chemical Engineering,Sociology",False,False,50.0,50.0,550.5
5740,501–600,pontifical javeriana university,33.5–37.0,5740,14.4,1174,8.6,1159,84.0,193,34.1,1179,44.6,609,Colombia,29643.0,16.4,1.0,56 : 44,Pontifical Javeriana University Pontifical Xavierian University,"Physics & Astronomy,Electrical & Electronic Engineering,Medicine & Dentistry,Art, Performing Arts & Design,Sociology,Biological Sciences,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Agriculture & Forestry,Mathematics & Statistics,Sport Science,Law,Chemistry,Education,Accounting & Finance,Geography,History, Philosophy & Theology,Business & Management,Communication & Media Studies,Economics & Econometrics,Psychology,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Architecture",False,False,56.00000000000001,44.0,550.5
5770,501–600,saint petersburg state university,33.5–37.0,5770,48.3,115,28.6,355,23.5,938,35.5,960,38.9,712,Russian Federation,21644.0,7.3,11.0,64 : 36,Saint Petersburg State University,"Law,Chemical Engineering,History, Philosophy & Theology,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Archaeology,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health,Sociology,Computer Science,Chemistry,Physics & Astronomy,Geography,Languages, Literature & Linguistics,Sport Science,Psychology,Art, Performing Arts & Design,Business & Management,Biological Sciences,Mathematics & Statistics,Communication & Media Studies,General Engineering",False,False,64.0,36.0,550.5
5830,501–600,"soochow university, china",33.5–37.0,5830,23.0,698,19.5,607,67.5,393,66.4,163,27.9,931,China,42684.0,15.2,7.0,58 : 42,"Soochow University, China","Sociology,General Engineering,Mathematics & Statistics,Chemical Engineering,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Sport Science,Electrical & Electronic Engineering,Physics & Astronomy,Art, Performing Arts & Design,Chemistry,Education,History, Philosophy & Theology,Computer Science,Law,Medicine & Dentistry,Communication & Media Studies,Other Health,Psychology,Economics & Econometrics,Biological Sciences,Business & Management,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics",False,False,57.99999999999999,42.0,550.5
5880,501–600,suny binghamton university,33.5–37.0,5880,23.0,700,19.9,587,65.0,421,36.8,820,43.4,633,United States,17582.0,23.0,15.0,48 : 52,SUNY Binghamton University,"Education,Electrical & Electronic Engineering,General Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Chemical Engineering,Psychology,History, Philosophy & Theology,Physics & Astronomy,Archaeology,Geography,Medicine & Dentistry,Art, Performing Arts & Design,Business & Management,Accounting & Finance,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Chemistry,Sociology,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Economics & Econometrics",False,False,48.0,52.0,550.5
5940,501–600,tomsk state university,33.5–37.0,5940,41.1,198,28.6,357,24.4,923,51.1,293,67.4,272,Russian Federation,7673.0,9.6,29.0,,Tomsk State University,"Medicine & Dentistry,Archaeology,Economics & Econometrics,Chemistry,Education,Geography,Biological Sciences,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Civil Engineering,History, Philosophy & Theology,Physics & Astronomy,Mechanical & Aerospace Engineering,Other Health,General Engineering,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Sociology,Psychology,Computer Science,Languages, Literature & Linguistics,Law,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Agriculture & Forestry,Communication & Media Studies,Art, Performing Arts & Design,Sport Science",False,False,,,550.5
6040,601–800,university of alcalá,26.0–33.4,6040,30.4,429,14.5,781,37.5,735,41.0,543,61.6,334,Spain,17711.0,12.8,22.0,55 : 45,University of Alcalá alcala,"Physics & Astronomy,Geography,Chemistry,Electrical & Electronic Engineering,Art, Performing Arts & Design,Civil Engineering,Computer Science,Business & Management,Veterinary Science,Languages, Literature & Linguistics,General Engineering,Sociology,Education,Psychology,Archaeology,Accounting & Finance,Mechanical & Aerospace Engineering,Sport Science,History, Philosophy & Theology,Chemical Engineering,Agriculture & Forestry,Communication & Media Studies,Other Health,Geology, Environmental, Earth & Marine Sciences,Architecture,Economics & Econometrics,Mathematics & Statistics,Medicine & Dentistry,Biological Sciences,Law,Politics & International Studies (incl Development Studies)",False,False,55.00000000000001,45.0,700.5
6080,601–800,"university of the andes, colombia",26.0–33.4,6080,23.3,679,13.4,835,49.2,585,36.4,853,51.7,479,Colombia,15921.0,8.7,2.0,45 : 55,"University of the Andes, Colombia","Education,Mathematics & Statistics,Psychology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Languages, Literature & Linguistics,Geography,Business & Management,Computer Science,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Chemistry,Art, Performing Arts & Design,Sociology,Biological Sciences,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Medicine & Dentistry,Civil Engineering,Chemical Engineering,Law,Physics & Astronomy,Architecture",False,False,45.0,55.00000000000001,700.5
6100,601–800,university of arkansas,26.0–33.4,6100,25.2,584,20.7,556,40.1,696,39.1,647,31.2,867,United States,24545.0,20.3,6.0,52 : 48,University of Arkansas,"Sociology,Geography,Education,Communication & Media Studies,Archaeology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Computer Science,Physics & Astronomy,Law,Agriculture & Forestry,Medicine & Dentistry,Accounting & Finance,Mathematics & Statistics,Architecture,History, Philosophy & Theology,Sport Science,General Engineering,Economics & Econometrics,Chemistry,Psychology,Business & Management,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Veterinary Science,Other Health",False,False,52.0,48.0,700.5
6250,601–800,carlos iii university of madrid,26.0–33.4,6250,26.4,537,16.0,724,37.3,737,37.8,736,58.6,378,Spain,16917.0,11.0,15.0,43 : 57,Carlos III University of Madrid,"Computer Science,Sociology,Business & Management,General Engineering,Languages, Literature & Linguistics,Mathematics & Statistics,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,Communication & Media Studies,Law,Mechanical & Aerospace Engineering,Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Electrical & Electronic Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences",False,False,43.0,56.99999999999999,700.5
6260,601–800,catholic university of portugal,26.0–33.4,6260,19.7,849,8.0,1194,64.3,431,36.4,855,51.9,476,Portugal,10904.0,10.7,16.0,60 : 40,Catholic University of Portugal,"Business & Management,Education,General Engineering,Economics & Econometrics,Accounting & Finance,Biological Sciences,Medicine & Dentistry,History, Philosophy & Theology,Computer Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Other Health,Psychology,Sociology,Art, Performing Arts & Design,Chemical Engineering,Law,Communication & Media Studies",False,False,60.0,40.0,700.5
6370,601–800,university of costa rica,26.0–33.4,6370,15.1,1129,7.4,1227,60.7,476,34.0,1204,48.5,534,Costa Rica,32276.0,14.3,2.0,50 : 50,University of Costa Rica,"Medicine & Dentistry,Communication & Media Studies,Biological Sciences,Economics & Econometrics,Chemical Engineering,Sociology,Electrical & Electronic Engineering,Mathematics & Statistics,Architecture,Business & Management,Agriculture & Forestry,Geography,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Other Health,Civil Engineering,Psychology,Computer Science,Veterinary Science,Accounting & Finance,Law,Chemistry,Art, Performing Arts & Design,Education,Sport Science,Politics & International Studies (incl Development Studies)",False,False,50.0,50.0,700.5
6440,601–800,university of deusto,26.0–33.4,6440,29.3,456,24.8,441,29.8,833,38.2,707,46.9,556,Spain,8665.0,21.3,11.0,59 : 41,University of Deusto,"Computer Science,Business & Management,Languages, Literature & Linguistics,Law,History, Philosophy & Theology,Medicine & Dentistry,Accounting & Finance,Other Health,Psychology,Economics & Econometrics,Education,Electrical & Electronic Engineering,Sport Science,General Engineering,Mechanical & Aerospace Engineering,Communication & Media Studies,Politics & International Studies (incl Development Studies)",False,False,59.0,41.0,700.5
6530,601–800,federal university of minas gerais,26.0–33.4,6530,29.3,457,16.8,695,42.5,668,38.3,699,25.4,981,Brazil,44108.0,13.3,2.0,53 : 47,Federal University of Minas Gerais,"Communication & Media Studies,Architecture,General Engineering,History, Philosophy & Theology,Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Archaeology,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies),Other Health,Medicine & Dentistry,Electrical & Electronic Engineering,Geography,Business & Management,Accounting & Finance,Education,Sport Science,Veterinary Science,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Biological Sciences,Chemistry,Computer Science,Agriculture & Forestry,Psychology,Mathematics & Statistics,Economics & Econometrics,Chemical Engineering",False,False,53.0,47.0,700.5
6540,601–800,federal university of rio de janeiro,26.0–33.4,6540,33.4,338,21.4,527,23.6,933,35.2,986,29.0,907,Brazil,55109.0,14.0,2.0,54 : 46,Federal University of Rio de Janeiro,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Geography,Biological Sciences,Archaeology,Medicine & Dentistry,Other Health,Chemistry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Agriculture & Forestry,Architecture,Education,Geology, Environmental, Earth & Marine Sciences,Sociology,Business & Management,Law,Physics & Astronomy,Languages, Literature & Linguistics,Civil Engineering,Psychology,History, Philosophy & Theology,Chemical Engineering,Sport Science,Accounting & Finance,General Engineering,Communication & Media Studies,Computer Science,Mechanical & Aerospace Engineering,Mathematics & Statistics",False,False,54.0,46.0,700.5
6560,601–800,universidade federal de são paulo (unifesp),26.0–33.4,6560,33.9,327,19.7,598,45.8,620,35.0,1011,27.0,946,Brazil,13520.0,8.6,1.0,60 : 40,Universidade Federal de São Paulo (UNIFESP),"Mathematics & Statistics,Art, Performing Arts & Design,Law,Politics & International Studies (incl Development Studies),Economics & Econometrics,Physics & Astronomy,Sport Science,Chemistry,Other Health,Chemical Engineering,Computer Science,Accounting & Finance,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Sociology,Medicine & Dentistry,Languages, Literature & Linguistics,Business & Management,History, Philosophy & Theology,Education,Psychology,Geography",False,False,60.0,40.0,700.5
